Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P_value	P value adjusted
TMEM213	Group enriched	kidney: 80.7;salivary gland: 22.6	2.919344965	-0.660866893	0.553012214	-1.195031278	0.23207481	0.829597816
PRCD	Mixed		4.694489372	-0.117778194	0.351530311	-0.335044206	0.73759174	0.971804386
ALG3	Expressed in all		543.3147382	-0.339832879	0.150533179	-2.257528092	0.023975096	0.591528031
ZNF788	Mixed		15.71471079	0.009493211	0.215299556	0.044093035	0.964830245	0.996686115
SH3D21	Tissue enhanced	small intestine: 22.2	12.12855343	-0.033114039	0.28298956	-0.117015055	0.906848123	0.992229653
LINC00998	Expressed in all		459.4535493	0.047196082	0.093498798	0.504777413	0.613715182	0.956005402
C19orf38	Tissue enhanced	bone marrow: 62.8	12.57010972	-0.441957966	0.271389319	-1.628501698	0.10341855	0.741580784
C12orf74	Tissue enhanced	fallopian tube: 1.9	1.167481403	1.308032898	0.616513376	2.12166183	0.033866146	0.618030305
IQCJ	Not detected		0.082079003	-0.024678894	4.131705827	-0.005973052	0.995234222	NA
C17orf67	Mixed		32.14189867	0.215601684	0.173290385	1.244164144	0.213439157	0.819658572
MINDY4B	Not detected		0.619955257	1.749566711	1.03978344	1.682626058	0.092447504	NA
FIS1	Expressed in all		1071.576184	-0.164719501	0.145825158	-1.129568478	0.2586581	0.842453902
ANG	Tissue enriched	liver: 1565.4	9737.565035	-0.092296082	0.156346565	-0.590330089	0.554969371	0.940124114
SCART1	Not detected		18.43180548	0.476183555	0.291415574	1.634036053	0.102251281	0.741169524
NPS	Not detected		0	NA	NA	NA	NA	NA
COLCA2	Mixed		10.01963027	-0.145930035	0.342696892	-0.425828299	0.670232965	0.965078924
SPDYE3	Tissue enriched	testis: 2.3	85.23886993	-0.07802503	0.1339676	-0.58241717	0.560285719	0.941749969
MBLAC1	Mixed		13.10375411	-0.362059529	0.244487916	-1.480889259	0.138636086	0.775864171
FOXI3	Tissue enriched	placenta: 7.4	0.012686346	0.167678552	4.131705827	0.040583371	0.967628041	NA
SOGA3	Tissue enriched	cerebral cortex: 10.1	0.803526922	0.999399071	1.153414668	0.866469881	0.386232536	NA
NEURL1B	Mixed		480.5731259	-0.128190213	0.14679144	-0.873281253	0.382509796	0.897568915
EFCAB9	Tissue enriched	testis: 15.7	0.092338839	-0.219476685	2.63277105	-0.083363377	0.933562608	NA
HAUS3	Expressed in all		197.7073332	0.08559962	0.109592651	0.781070801	0.434760854	0.910797267
VSTM5	Tissue enhanced	placenta: 6.5	1.360395012	-0.406182976	0.698818134	-0.581242752	0.561076858	0.941779251
LCNL1	Not detected		2.388822685	1.072567845	0.556046488	1.92891758	0.053741095	0.672592947
BBIP1	Expressed in all		214.7215805	0.211967905	0.183861044	1.152870121	0.248963698	0.840009192
TRIM77	Not detected		0	NA	NA	NA	NA	NA
GNAT3	Tissue enhanced	duodenum: 1.9;small intestine: 1.4	0.019133988	0.167679257	4.131705827	0.040583542	0.967627905	NA
AS3MT	Group enriched	adrenal gland: 251.5;parathyroid gland: 119.3	1312.959828	0.188248417	0.132237862	1.423559146	0.154574129	0.783191598
FAM187A	Tissue enhanced	fallopian tube: 24.6;testis: 17.2	4.981958909	-0.207241629	0.367922101	-0.563275836	0.57324707	0.943125146
PLIN5	Tissue enhanced	adipose tissue: 34.5;ovary: 42.4	917.5031677	-0.09657955	0.246436303	-0.391904717	0.695128617	0.967669272
SEC14L6	Tissue enhanced	epididymis: 25.8;parathyroid gland: 46.1	6.204778564	0.067380106	0.513253264	0.131280424	0.895553477	0.990999771
SPINK13	Tissue enriched	epididymis: 309.7	0.406305026	0.519815643	1.136075827	0.457553652	0.647273148	NA
HIGD1C	Tissue enhanced	testis: 2.9	0.798512221	-0.100609634	0.75675221	-0.132949244	0.894233522	NA
NOTO	Not detected		1.790980807	-1.399169639	0.555775267	-2.517509725	0.011818771	0.515938962
PPME1	Expressed in all		173.2158229	-0.021074371	0.077701766	-0.271221263	0.78622086	0.975776136
KRTAP2-2	Not detected		0	NA	NA	NA	NA	NA
STARD10	Expressed in all		3920.190948	-0.007266185	0.195473408	-0.037172242	0.970347671	0.997351729
ZNF705E	Not detected		0.816277359	1.428409519	0.941446171	1.517250336	0.129203492	NA
NUTM2D	Mixed		53.02177819	-0.189276475	0.252336051	-0.750096844	0.45319638	0.916001042
CPEB1	Tissue enhanced	testis: 61.1	0.119256014	0.054037307	2.130521351	0.02536342	0.979765089	NA
EML6	Tissue enhanced	lymph node: 7.5;tonsil: 8.3	29.69198692	0.113293847	0.234714716	0.482687448	0.629317677	0.956929699
DEFB113	Tissue enriched	epididymis: 56.8	0	NA	NA	NA	NA	NA
DEFB133	Tissue enriched	epididymis: 15.7	0.010601759	0.167679257	4.131705827	0.040583542	0.967627905	NA
ZNF727	Mixed		2.204367922	0.009002507	0.930944807	0.009670291	0.992284345	0.999432613
RP11-27I1.4	Mixed		11.08600219	-0.241685892	0.222095034	-1.088209347	0.276502699	0.85210912
ZSWIM8	Expressed in all		749.1277383	-0.189716794	0.118243939	-1.604452587	0.108614327	0.749724408
IQCF5	Tissue enriched	testis: 70.8	0	NA	NA	NA	NA	NA
IQCF6	Tissue enriched	testis: 17.6	0	NA	NA	NA	NA	NA
C10orf105	Tissue enhanced	cerebral cortex: 2.3;spleen: 3.2	1.847835923	0.87597369	0.516123478	1.697217287	0.089655588	0.725415173
ARHGEF33	Tissue enhanced	testis: 10.6	3.583534907	0.177992783	0.387220632	0.459667611	0.645754821	0.96030274
C12orf71	Tissue enhanced	testis: 4.8	0.858131823	-0.201821755	1.140166864	-0.177010718	0.859499971	NA
IFRD2	Expressed in all		333.4268406	-0.183144419	0.198026377	-0.924848606	0.355044663	0.888580356
CAPN14	Tissue enriched	esophagus: 88.2	0.59372808	1.625004699	0.949503167	1.711426307	0.087002444	NA
ZBED1	Expressed in all		1228.679867	-0.173234675	0.086019517	-2.013899638	0.044020072	0.640046158
RP1-139D8.6	Tissue enriched	testis: 67.8	0	NA	NA	NA	NA	NA
TOMM6	Expressed in all		634.0962412	0.018484441	0.096216197	0.192113607	0.847653217	0.982880852
HNRNPUL2	Expressed in all		922.669002	-0.034116187	0.064016182	-0.532930675	0.59408157	0.950265582
METTL12	Not detected		25.2849157	0.092244612	0.211030488	0.437115096	0.66202788	0.963267934
RP11-726G1.1	Tissue enhanced	parathyroid gland: 1.0;testis: 1.8	5.062350798	0.638114875	0.441579407	1.445073898	0.14843713	0.78011025
MS4A18	Tissue enhanced	breast: 10.3;duodenum: 23.9	0.019358626	0.071499476	4.131705827	0.017305074	0.986193238	NA
MS4A4E	Mixed		8.562666887	-0.049518818	0.293546241	-0.168691711	0.866039139	0.986970006
FER1L6	Group enriched	rectum: 12.0;stomach: 42.4	0	NA	NA	NA	NA	NA
CDRT15L2	Tissue enriched	testis: 13.2	0	NA	NA	NA	NA	NA
MTCP1	Mixed		97.21207575	0.12406592	0.261137332	0.475098366	0.634716863	0.958100723
RAD51AP2	Tissue enriched	testis: 16.9	4.742058728	0.923801377	0.3987275	2.316873997	0.020510597	0.574316972
EVPLL	Tissue enhanced	esophagus: 1.7;skin: 3.0;testis: 1.5	16.52661314	0.16922578	0.30206812	0.560223899	0.575326728	0.943284038
DCDC2C	Tissue enriched	testis: 5.9	0.070812193	0.438033303	3.933954785	0.111346807	0.91134134	NA
SMTNL1	Tissue enriched	skeletal muscle: 240.9	2.327500885	0.508508255	0.487127097	1.043892361	0.296535193	0.861502979
U82695.5	Group enriched	epididymis: 5.8;ovary: 4.7;testis: 10.9	0	NA	NA	NA	NA	NA
SPATA31D1	Tissue enriched	testis: 9.9	0	NA	NA	NA	NA	NA
NPIPA8	Mixed		26.61063237	0.584030419	0.514562459	1.135003942	0.256373667	0.841503173
ZSWIM7	Mixed		194.6735328	0.131962856	0.108622908	1.214871322	0.224415173	0.823468556
GPR33	Not detected		0.402156704	0.232465004	1.031985607	0.225259928	0.821777071	NA
ARHGEF28	Mixed		205.3207503	0.108579741	0.156755296	0.692670318	0.488516471	0.922373238
TBC1D26	Tissue enriched	testis: 16.4	0.370136575	0.873100216	1.739701405	0.501867857	0.615760477	NA
LRRC69	Tissue enhanced	testis: 5.2	9.432783665	-0.249146971	0.381638857	-0.65283439	0.51386305	0.931010131
ISPD	Mixed		46.30026949	-0.013481061	0.190228336	-0.070867788	0.94350298	0.994111829
NPIPA7	Expressed in all		72.06234479	0.235127258	0.305395429	0.769910862	0.44135277	0.911973628
GSG1L2	Group enriched	cerebral cortex: 1.5;testis: 1.0	0	NA	NA	NA	NA	NA
ACSM4	Tissue enhanced	testis: 1.7	0.337834497	-0.012630517	0.940867622	-0.01342433	0.989289256	NA
C22orf29	Mixed		207.1309779	-0.053871919	0.102555846	-0.525293495	0.599379179	0.95147481
COL28A1	Tissue enhanced	epididymis: 18.2	39.39790263	-0.244696518	0.292551617	-0.836421691	0.402917714	0.902517195
PHB2	Expressed in all		1977.278733	-0.008232591	0.081759836	-0.100692359	0.919794677	0.992479728
TCP11X2	Tissue enhanced	testis: 1.5	0	NA	NA	NA	NA	NA
NEURL4	Expressed in all		132.9493786	-0.216145049	0.138213889	-1.563844639	0.117854058	0.761588419
GRID2IP	Mixed		1.824113894	-0.289467351	0.625853101	-0.462516445	0.643711012	0.960018918
CXorf49B	Tissue enriched	testis: 2.6	0.02378742	0.071499476	4.131705827	0.017305074	0.986193238	NA
UBXN2B	Expressed in all		585.3293679	-0.047689565	0.122893642	-0.388055592	0.697974894	0.967669272
CXorf49	Tissue enriched	testis: 2.6	0.010502305	0.167678552	4.131705827	0.040583371	0.967628041	NA
CBWD7	Tissue enhanced	adrenal gland: 4.9	55.18348162	0.643254588	0.563659535	1.141211224	0.253782035	0.841116715
C16orf90	Tissue enriched	testis: 21.4	0.112940384	0.02685791	2.34900705	0.011433729	0.990877403	NA
PRSS41	Tissue enriched	testis: 1.6	0.018011344	0.071500182	4.131705827	0.017305245	0.986193101	NA
NLRP2B	Not detected		0.720987507	-0.229746924	0.742734199	-0.3093259	0.757073631	NA
MSMP	Tissue enriched	placenta: 1.8	0.498775849	-1.792117548	1.884673233	-0.950890328	0.341660052	NA
GOLGA6B	Group enriched	liver: 1.9;testis: 5.3	7.2498777	-0.891423694	0.669139671	-1.33219376	0.182796526	0.797529455
FAM166B	Group enriched	adrenal gland: 369.8;fallopian tube: 159.2;skeletal muscle: 82.6	5.204054849	-0.079881546	0.364811955	-0.218966361	0.826676252	0.979536711
PEX26	Expressed in all		520.1664384	-0.112832863	0.074415764	-1.516249471	0.129456283	0.771813231
GRXCR1	Tissue enriched	seminal vesicle: 6.3	0	NA	NA	NA	NA	NA
C5orf49	Group enriched	fallopian tube: 120.5;testis: 30.9	10.62357934	-0.404681266	0.355452542	-1.138495911	0.254913465	0.841116715
UBE2QL1	Tissue enhanced	cerebral cortex: 41.8	38.8438033	0.158523046	0.217759465	0.72797316	0.466630016	0.919360602
FASTKD5	Expressed in all		208.1291788	-0.106798963	0.129245246	-0.826327982	0.408618065	0.904681663
GOLGA8B	Tissue enhanced	thyroid gland: 47.9	453.456888	0.363084413	0.268833613	1.350591577	0.1768263	0.792578272
KCNU1	Tissue enriched	testis: 13.5	0.033693224	-0.024678178	4.131705827	-0.005972879	0.995234361	NA
GAGE12G	Tissue enriched	stomach: 7.8	0	NA	NA	NA	NA	NA
HOMEZ	Expressed in all		135.1586499	0.06471786	0.088521157	0.731100471	0.464717787	0.919358506
GAGE10	Tissue enhanced	ovary: 1.1;testis: 1.4	0.018102632	0.167679973	4.131705827	0.040583715	0.967627767	NA
RNF212B	Group enriched	kidney: 27.7;testis: 10.4	6.091835724	0.170709158	0.275968264	0.618582569	0.536191388	0.936817163
DDX3X	Expressed in all		3563.711113	-0.100623557	0.125975518	-0.798754857	0.424432571	0.908772837
VPS16	Expressed in all		230.31942	-0.070526927	0.088035859	-0.801115902	0.423064551	0.908518022
ZNF705D	Tissue enriched	epididymis: 4.5	0.018100071	0.071500182	4.131705827	0.017305245	0.986193101	NA
ZNF705B	Tissue enriched	testis: 1.8	0.146841795	0.414052433	2.797828135	0.14799066	0.882350139	NA
ZNF705G	Not detected		0	NA	NA	NA	NA	NA
MYL5	Expressed in all		91.56002953	0.235434078	0.181075829	1.300196047	0.193533785	0.805043039
SCRT2	Not detected		0.52457757	-0.549226314	1.421963928	-0.386244899	0.699315304	NA
ZNF407	Mixed		133.3903577	-0.096294386	0.091484472	-1.052576291	0.292535228	0.860463768
NPEPL1	Expressed in all		177.3531649	0.058372698	0.171887234	0.3395988	0.734158682	0.971804386
KRTAP10-4	Not detected		0.07266065	0.438532027	3.907772156	0.11222047	0.910648599	NA
KRTAP10-1	Not detected		0	NA	NA	NA	NA	NA
RPL17-C18orf32	Expressed in all		1001.417154	0.053418903	0.590543547	0.090457178	0.927923921	0.992479728
SKOR2	Not detected		0.087231845	-0.024678178	4.131705827	-0.005972879	0.995234361	NA
SIAH3	Tissue enhanced	fallopian tube: 5.0	0.332637516	-0.735265399	1.158820713	-0.634494526	0.525758138	NA
EFCAB8	Tissue enriched	testis: 2.8	0.103032636	0.986569704	2.18602575	0.451307449	0.651767977	NA
DEFB116	Not detected		0	NA	NA	NA	NA	NA
DEFB115	Tissue enriched	epididymis: 1.3	0	NA	NA	NA	NA	NA
GAB4	Tissue enriched	testis: 3.7	0	NA	NA	NA	NA	NA
C20orf202	Tissue enhanced	placenta: 4.9	1.113004836	-0.331534592	0.624515477	-0.530866896	0.59551102	0.950302631
HMX1	Tissue enhanced	cerebral cortex: 1.1	0.007091669	0.167678552	4.131705827	0.040583371	0.967628041	NA
GCGR	Group enriched	adrenal gland: 6.6;kidney: 8.4;liver: 20.8;parathyroid gland: 8.0	1157.980025	-0.14257705	0.187982625	-0.758458659	0.448176453	0.914241119
RSC1A1	Mixed		0.093549426	0.071506271	4.131705827	0.017306719	0.986191926	NA
CELA2B	Tissue enriched	pancreas: 4261.7	0.433132174	-2.127109189	1.167993533	-1.821165211	0.068581747	NA
TMEM242	Expressed in all		271.3006824	0.134880967	0.081668574	1.651565101	0.098623239	0.736253031
TMEM167B	Expressed in all		690.8803719	-0.029910058	0.117025738	-0.255585298	0.798271072	0.976769513
FAM72D	Tissue enhanced	lymph node: 5.6	2.133960462	0.059726659	0.86662925	0.068918351	0.945054612	0.994111829
TNFRSF25	Tissue enhanced	skin: 29.6	49.29590343	0.274091835	0.23862938	1.14860892	0.250717277	0.841116715
SLC35E2	Mixed		33.8943123	0.128377555	0.221137563	0.580532558	0.561555538	0.941779251
ZC3H11B	Tissue enriched	testis: 8.1	0.078561258	0.167682404	4.131705827	0.040584304	0.967627298	NA
TSTD1	Expressed in all		396.796003	0.159169021	0.147587882	1.078469441	0.280824312	0.853903829
RPTN	Group enriched	skin: 35.1;tonsil: 47.4	0	NA	NA	NA	NA	NA
CYB5RL	Mixed		32.9470658	0.04544984	0.206030109	0.22059805	0.825405419	0.979235974
LACTBL1	Not detected		0	NA	NA	NA	NA	NA
C1orf167	Tissue enriched	testis: 14.7	2.647923657	-0.565670271	0.776266228	-0.728706533	0.466181196	0.919360602
TTC34	Tissue enhanced	fallopian tube: 1.6;testis: 2.6	0.486594567	-0.355559401	1.328563743	-0.267626904	0.78898652	NA
ATAD3C	Mixed		164.3665798	-0.570413056	0.353896232	-1.611808784	0.107003556	0.747421205
IFI30	Expressed in all		1049.620736	-0.074427396	0.166274876	-0.44761661	0.654429914	0.962072268
IGSF23	Group enriched	duodenum: 15.2;liver: 13.0;small intestine: 17.4	51.28033056	-0.528152559	0.241296195	-2.188814283	0.028610341	0.603065099
GAGE12E	Tissue enriched	testis: 1.9	0	NA	NA	NA	NA	NA
AC131097.4	Tissue enhanced	thyroid gland: 11.5	0.550281034	-0.058137751	0.924988976	-0.062852371	0.949884062	NA
CCDC7	Tissue enriched	testis: 139.0	29.50341103	-0.16328683	0.167892695	-0.972566615	0.330768742	0.876541167
FNIP1	Expressed in all		545.804169	-0.084689003	0.121349833	-0.697891385	0.485245123	0.922373238
SP9	Tissue enhanced	fallopian tube: 1.4	0.009081817	0.167678552	4.131705827	0.040583371	0.967628041	NA
SYCE3	Tissue enriched	testis: 116.7	3.707224435	0.059351025	0.582165811	0.101948662	0.918797424	0.992479728
CKLF	Expressed in all		105.6525187	0.198521366	0.126519829	1.569092901	0.116626294	0.759422997
PAM16	Expressed in all		177.5225195	-0.234840149	0.200788178	-1.169591512	0.242165395	0.835326288
TENM3	Tissue enhanced	placenta: 18.7	32.18200853	-0.2749709	0.347564397	-0.791136555	0.428864309	0.90954895
CEBPZOS	Expressed in all		811.0199894	0.149186511	0.109116175	1.367226365	0.171554364	0.79070249
TDRD15	Tissue enriched	testis: 10.0	14.08229486	-0.257586257	0.401645918	-0.641326716	0.521310435	0.932074969
PAPOLB	Tissue enriched	testis: 53.9	0.131662221	0.053940176	1.955713609	0.027580816	0.977996483	NA
ZNF579	Expressed in all		73.44839924	-0.060203725	0.235024118	-0.256159773	0.797827469	0.97671775
CELA3B	Tissue enriched	pancreas: 10568.2	0.096060689	0.417400854	4.131215257	0.101035852	0.919522	NA
RNASEK	Expressed in all		780.2670937	0.232029232	0.161355081	1.438003874	0.150432955	0.780676115
TEX40	Tissue enriched	testis: 519.6	0.216348273	0.187896448	1.223664794	0.153552222	0.877962811	NA
FAM19A5	Tissue enhanced	cerebral cortex: 49.9	33.78648242	0.525906745	0.455156621	1.155441272	0.247909769	0.839261414
NBPF1	Mixed		214.6342235	0.225476663	0.156985516	1.436289594	0.150919954	0.781537018
UMAD1	Expressed in all		270.5039376	0.064115029	0.119791725	0.535220848	0.592497152	0.949773151
PPP1R3G	Mixed		77.46494045	-0.490570762	0.442720355	-1.10808269	0.267826106	0.846639484
FAM228B	Mixed		47.3189339	0.476756655	0.254011894	1.876906812	0.060530867	0.678947028
ZGLP1	Mixed		10.83723114	0.063451158	0.34415014	0.184370572	0.853722754	0.984277439
VAMP2	Expressed in all		723.5904444	-0.111956819	0.120843301	-0.926462768	0.354205537	0.8884245
OR6B1	Not detected		0.027428565	0.167680705	4.131705827	0.040583892	0.967627626	NA
EBF2	Tissue enhanced	adipose tissue: 20.8	2.270973928	0.362827664	0.551546375	0.657837093	0.510642817	0.929755226
C6orf226	Expressed in all		36.23639028	0.045013591	0.16510598	0.27263453	0.785134166	0.975516954
PPP3R1	Expressed in all		1356.179065	-0.036305357	0.100481081	-0.36131535	0.71786372	0.969759434
PSG3	Tissue enriched	placenta: 188.8	0	NA	NA	NA	NA	NA
FANCG	Mixed		52.37197664	0.130786186	0.170456411	0.767270562	0.442920668	0.912999641
OR2A5	Not detected		0.017875619	0.167679973	4.131705827	0.040583715	0.967627767	NA
KRTAP10-9	Not detected		0	NA	NA	NA	NA	NA
AP4M1	Expressed in all		72.81232632	0.001411744	0.161541124	0.008739221	0.993027199	0.999432613
OR4A5	Not detected		0	NA	NA	NA	NA	NA
C2orf16	Tissue enriched	testis: 14.6	26.21770935	0.584290369	0.199687712	2.926020649	0.003433281	0.393268792
KRTAP1-5	Tissue enriched	"cervix, uterine: 2.1"	0	NA	NA	NA	NA	NA
TAS2R41	Not detected		0.075961256	0.629984681	3.411154063	0.184683737	0.853477103	NA
OR2A12	Not detected		0.061298097	-0.318980818	4.040522457	-0.078945439	0.937076021	NA
KRTAP10-10	Not detected		0.0304666	0.342954183	4.131592815	0.08300774	0.933845385	NA
KRTAP12-2	Not detected		0	NA	NA	NA	NA	NA
PLXNA4	Tissue enhanced	"adipose tissue: 15.2;cervix, uterine: 12.5"	35.83878368	-0.487324731	0.347694485	-1.401588901	0.161038043	0.787437437
MAGEA3	Tissue enriched	testis: 12.8	0	NA	NA	NA	NA	NA
CEBPD	Expressed in all		113.3790479	0.427094012	0.423977524	1.007350597	0.313766323	0.866824481
TMEM257	Tissue enriched	cerebral cortex: 4.2	0.145068219	0.17061223	1.936515292	0.088102702	0.929795049	NA
ZNF816-ZNF321P	Tissue enhanced	prostate: 2.7	1.967877454	2.114134774	0.894012596	2.36477068	0.018041238	0.563404306
PSG7	Tissue enhanced	placenta: 5.8;skin: 1.4	0.155262292	0.150216252	2.126934054	0.070625722	0.943695639	NA
KRTAP1-3	Not detected		0	NA	NA	NA	NA	NA
OR3A2	Tissue enriched	testis: 5.3	0.058548336	0.167682207	4.077624511	0.041122523	0.967198219	NA
ARIH2OS	Mixed		17.11872263	0.004412716	0.227843769	0.01936729	0.984548105	0.998824351
ZBED8	Mixed		50.32392728	0.225732918	0.179299468	1.258971488	0.208040631	0.816036942
HMSD	Mixed		3.400065223	0.369886204	0.582772973	0.634700339	0.525623873	0.932563926
OR1C1	Tissue enriched	testis: 2.2	0.136188918	0.438609233	4.131171264	0.106170673	0.915446939	NA
NPTXR	Tissue enriched	cerebral cortex: 176.4	44.21927195	0.248699935	0.277732895	0.895464453	0.37053886	0.894917965
POM121L12	Tissue enriched	testis: 8.7	0.008724264	0.071499476	4.131705827	0.017305074	0.986193238	NA
FAM200A	Mixed		74.76642473	0.045844433	0.110099469	0.416391045	0.67712388	0.96597455
OR2F2	Not detected		0.036149854	0.43861015	4.13117126	0.106170895	0.915446763	NA
PPP2R2A	Expressed in all		503.6414723	-0.03279887	0.102707219	-0.319343375	0.749466144	0.971967975
C19orf73	Mixed		11.83054361	-0.060638272	0.255719811	-0.237127783	0.812557659	0.977674842
ZNF880	Expressed in all		33.23384278	0.419910389	0.300729587	1.396305542	0.162622506	0.78815894
TRIM16	Expressed in all		47.30846536	-0.122679952	0.174554747	-0.702816479	0.482170126	0.921550085
OR6X1	Not detected		0	NA	NA	NA	NA	NA
HEPN1	Tissue enriched	cerebral cortex: 79.5	72.34588367	0.677627349	0.395076143	1.715181649	0.086311928	0.719092186
OR2A25	Not detected		0.021275008	0.167678552	4.131705827	0.040583371	0.967628041	NA
TAS2R40	Not detected		0.06012353	0.150593655	4.047787876	0.037203939	0.970322398	NA
OR2A14	Not detected		0.134764702	0.534788308	4.131171264	0.129451982	0.897000018	NA
TIGD1	Expressed in all		18.54107236	0.408099549	0.223739053	1.823997841	0.068152399	0.697280847
FXYD7	Tissue enriched	cerebral cortex: 105.8	2.4705067	0.437756516	0.458554352	0.954644774	0.339757367	0.879346052
XKR9	Tissue enhanced	testis: 13.8	73.82173012	0.810407209	0.350157337	2.314408761	0.020645311	0.574316972
OR4C12	Not detected		0	NA	NA	NA	NA	NA
SLC12A8	Tissue enhanced	thyroid gland: 39.6	134.7161375	-0.447991818	0.25988767	-1.723790197	0.084745725	0.719092186
PRR21	Not detected		0	NA	NA	NA	NA	NA
